id,image_width,image_height,box_count,box_size_avg,box_dist_avg,box_normalized_count,box_normalized_count (above average),box_normalized_count (below average),box_normalized_size_avg,box_normalized_dist_avg,normalization_warp_ratio,box_normalized_plus_dist_avg,d_box_norm_above_size,d_box_norm_below_size,d_box_normalized_points_far_distance,risk_level,risk_level,risk_level
640,2048,1365,188,41.08790909,6.874685535,60,11,39,25.405,6.874685535,0.454545455,23.63331394,5.889261745,4.698879052,2628.73917,3,3,3
641,5184,3456,589,28.62063037,3.850892308,155,74,120,22.51774194,3.850892308,0.555873926,13.41782198,7.434115139,5.932146206,3291.873132,3,2,2.5
642,4640,3480,160,47.30410448,8.22425995,100,21,13,37.8975,8.22425995,0.253731343,19.57758712,3.979591837,3.681122449,1706.8956,3,2,2.5
643,6016,4000,439,62.71898955,6.85762662,175,36,76,52.992,6.85762662,0.390243902,10.72436179,11.95289256,9.910826635,2571.660562,3,4,3.5
644,3499,1968,749,19.53952234,1.542464342,502,97,50,17.18027888,1.542464342,0.226502311,10.38777511,1.480901288,1.384019895,4302.266968,3,3,3
645,4640,3480,332,54.35768072,6.131721698,320,12,0,52.93984375,6.131721698,0.036144578,10.12575362,0,0,0,3,3,3
646,2500,1637,416,38.68574074,3.024856557,148,49,73,33.68648649,3.024856557,0.451851852,10.09499581,9.399562682,7.772715295,1106.373596,3,5,4
647,5616,2104,1014,37.84754098,1.876784743,886,71,19,36.31760722,1.876784743,0.092213115,3.82514916,0.749145729,0.735847284,3500.620971,3,5,4
648,4307,2871,558,65.24830159,2.754434943,465,12,27,57.41564516,2.754434943,0.077380952,3.089396204,3.608521657,3.440382655,1662.920661,4,5,4.5
649,4160,2340,382,39.21925,4.39807363,229,30,41,39.00556769,4.39807363,0.236666667,12.99536525,6.460117302,5.783665229,4188.423659,3,3,3
650,2048,1152,385,10.3,1.396230682,332,47,2,9.126355422,1.396230682,0.128608924,15.12887693,0.036553525,0.036458581,5169.319971,3,2,2.5
651,4368,2234,308,31.35358607,5.080904875,170,42,32,27.82352941,5.080904875,0.303278689,17.12646737,3.068115942,2.759312065,3309.046469,2,3,2.5
652,4128,2028,15626,13.82096772,0.099257323,14837,489,100,13.63248945,0.099257323,0.03818229,0.446532635,0.080638928,0.080128033,1772.335538,3,3,3
653,6000,4000,4563,32.45420922,0.787969779,2074,491,666,30.25467695,0.787969779,0.35809347,2.339004798,3.528611753,3.014360862,4692.818126,4,5,4.5
654,4000,3000,25,129.98,46.925,23,2,0,121.8847826,46.925,0.08,48.24038214,0,0,0,1,2,1.5
655,4000,2664,115,20.87826087,6.762986726,115,0,0,20.87826087,6.762986726,0,19.86457068,0,0,0,2,1,1.5
656,5312,2988,282,55.09220455,8.869545455,95,28,53,47.25842105,8.869545455,0.460227273,16.33410124,7.266812227,5.926832667,3282.783447,2,3,2.5
657,5472,3648,1014,23.97465483,2.113222222,1002,12,0,23.81716567,2.113222222,0.01183432,7.440306893,0,0,0,3,4,3.5
658,2700,1800,2012,10.60088168,0.531579767,1431,200,127,9.608595388,0.531579767,0.186006826,6.144175846,0.762334218,0.714593605,5628.374693,3,4,3.5
659,3456,4608,122,58.39074074,8.821132075,85,16,7,47.51941176,8.821132075,0.212962963,9.11262878,3.694782609,3.513071989,875.3014233,2,2,2
660,6000,4000,996,44.37460137,2.463144963,740,79,59,42.96689189,2.463144963,0.157175399,5.566488844,3.359871932,3.164216739,5986.006291,3,3,3
661,1530,1316,22,129.3840909,21.76074391,19,3,0,112.7842105,21.76074391,0.136363636,11.43222607,0,0,0,1,1,1
662,2000,1333,402,24.28283133,1.825177846,238,59,35,20.56323529,1.825177846,0.28313253,10.95829392,1.942915531,1.778589342,2256.531917,3,4,3.5
663,1620,1080,71,40.17459016,8.117655521,56,0,5,42.50803571,8.117655521,0.081967213,7.652689959,3.047727273,2.876024328,0,2,3,2.5
664,6000,6000,3,604.8,849.7803345,3,0,0,604.8,849.7803345,0,51.30307822,0,0,0,1,1,1
665,4464,2976,3047,24.57699567,0.801852345,1369,226,484,18.04427319,0.801852345,0.341510342,2.19073934,2.843027702,2.392360692,3139.499056,3,4,3.5
666,7123,2842,842,36.82709091,4.506856127,291,113,146,30.47010309,4.506856127,0.470909091,12.02511258,7.240732759,5.993813222,6145.506797,2,3,2.5
667,2592,1728,192,23.45512821,4.95,129,9,18,24.28604651,4.95,0.173076923,9.462295755,2.352586207,2.144284303,2092.501586,2,2,2
668,1440,930,47,53.41153846,10.73053062,30,5,4,47.89166667,10.73053062,0.230769231,5.95201254,4.537209302,4.247600198,312.2319274,2,3,2.5
669,2284,1713,62,54.95795455,17.81290838,28,7,9,50.37321429,17.81290838,0.363636364,22.3423838,8.609433962,7.498539257,639.9071382,2,2,2
670,800,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,2037,1269,2559,10.60477087,0.409601568,839,271,483,8.554112038,0.409601568,0.473320778,5.580595028,2.531189788,2.054427976,2832.748649,4,4,4
672,1600,1200,109,56.0793578,5.480952381,108,1,0,55.78611111,5.480952381,0.009174312,9.671146851,0,0,0,3,5,4
673,640,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,3456,2592,75,84.68510638,27.05170213,18,15,14,49.98888889,27.05170213,0.617021277,12.23610318,26.13688525,21.6064918,788.4308469,2,2,2
675,1728,959,710,28.00940171,1.593584802,276,71,121,23.41286232,1.593584802,0.41025641,6.484789628,4.448047538,3.696264856,1771.25087,3,5,4
676,3736,5604,424,21.57699742,3.123543907,317,53,18,17.12902208,3.123543907,0.182989691,19.08637062,0.775862069,0.744754392,8977.310827,3,3,3
677,3328,1872,369,37.48826269,3.310825688,290,28,17,30.75224138,3.310825688,0.134328358,12.13662966,1.519886364,1.453983432,1844.317364,3,5,4
678,6016,4000,10,194.225,172.6802185,10,0,0,194.225,172.6802185,0,23.24598594,0,0,0,1,1,1
679,5184,3888,3945,32.99070397,0.664238467,3227,202,172,30.41185311,0.664238467,0.103860039,1.811196569,1.272462232,1.217306074,7623.637653,4,4,4
680,1980,1260,39,85.25,16.34152702,36,3,0,80.65416667,16.34152702,0.076923077,24.69148376,0,0,0,2,3,2.5
681,4454,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,3968,1984,868,19.52333333,2.535594542,332,89,149,15.75271084,2.535594542,0.41754386,19.12250956,4.749513213,3.939688379,3073.592729,3,3,3
683,1616,1080,127,17.58937008,4.161095452,114,13,0,16.14517544,4.161095452,0.102362205,22.22864159,0,0,0,2,3,2.5
684,3840,2160,37,379.589,44.25529164,15,4,6,404.13,44.25529164,0.4,10.26649002,101.1629032,87.49224063,222.0366762,2,3,2.5
685,1600,1200,594,11.47639628,1.580867314,175,92,109,8.198,1.580867314,0.534574468,18.27690192,2.829020619,2.314653233,3658.919566,2,3,2.5
686,6000,4000,207,21.25292398,6.364770459,138,15,18,21.63514493,6.364770459,0.192982456,47.17527666,1.635714286,1.501380262,12868.46241,2,2,2
687,3804,2547,227,56.17975785,5.616046512,200,21,2,45.14025,5.616046512,0.103139013,15.93145741,0.43,0.428105727,1335.398818,2,4,3
688,1067,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,3264,2448,126,23.42539683,9.188360656,124,2,0,23.1608871,9.188360656,0.015873016,33.42756434,0,0,0,2,2,2
690,5464,3070,764,26.25405759,1.895077778,744,20,0,25.85040323,1.895077778,0.02617801,7.378180969,0,0,0,2,3,2.5
691,4096,2731,1277,29.76769938,1.202526685,937,121,73,24.74759445,1.202526685,0.17152962,2.5039671,1.368106312,1.290969543,3339.171357,3,4,3.5
692,5472,3648,128,121.63625,13.30079037,102,14,4,105.9617647,13.30079037,0.15,5.438089458,2.648387097,2.586315524,642.8834273,2,3,2.5
693,1920,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,4000,3000,131,41.48636364,10.01602564,101,15,5,35.90643564,10.01602564,0.165289256,20.51177307,1.128174603,1.093726524,2435.578985,2,2,2
695,2700,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,3456,2304,509,19.07208068,2.640520607,380,72,19,16.08907895,2.640520607,0.193205945,14.1889734,0.801632653,0.773284151,5322.321265,3,3,3
697,1843,1382,779,21.72346983,1.042202429,706,73,0,18.56257082,1.042202429,0.093709884,6.179031342,0,0,0,3,3,3
698,5071,2849,3850,12.21611602,0.316648946,3840,1,3,12.22105469,0.316648946,0.001040583,2.41909286,0.007278399,0.007274618,2589.623198,3,3,3
699,1880,1160,13,263.3884615,49.91515152,13,0,0,263.3884615,49.91515152,0,5.244460345,0,0,0,1,2,1.5
700,4640,3480,143,30.24672269,10.46662393,101,6,12,28.48861386,10.46662393,0.151260504,24.94025491,3.091603053,2.853787434,4428.608015,2,2,2
701,6000,4000,645,51.17493639,5.251572327,186,81,126,45.55860215,5.251572327,0.526717557,4.739063433,28.41233141,22.90606563,1578.750533,3,3,3
702,2048,1536,585,19.0611276,2.096492308,154,59,124,17.58961039,2.096492308,0.543026706,11.53767327,3.804013015,3.004194894,2411.327375,3,4,3.5
703,4928,3280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,3240,2160,61,68.53813559,18.03813559,55,3,1,66.11545455,18.03813559,0.06779661,15.23327137,1.0575,1.0575,105.7151187,2,2,2
705,5472,3648,149,234.6054511,19.4607874,119,6,8,236.2195378,19.4607874,0.105263158,9.99006313,10.07801418,9.604550431,547.7087947,3,5,4
706,3456,4608,374,75.56277174,4.402285714,331,34,3,71.06359517,4.402285714,0.100543478,6.043057322,0.64690027,0.64344091,2573.236229,3,4,3.5
707,2000,1333,935,29.95775685,0.929763758,865,37,11,27.04433526,0.929763758,0.052573932,3.137456931,0.574564935,0.568419856,3687.455022,3,5,4
708,3000,2000,433,49.26571247,3.512574595,314,59,20,40.49474522,3.512574595,0.201017812,8.66078911,1.796610169,1.717775081,1279.939074,3,4,3.5
709,1843,1342,379,17.27223975,1.698759664,249,37,31,15.81967871,1.698759664,0.214511041,4.788247977,1.49683908,1.378355776,1250.050562,3,3,3
710,4000,5670,86,246.9591935,26.66791667,42,8,12,216.9095238,26.66791667,0.322580645,13.276798,45.35743243,39.55590038,677.653787,3,4,3.5
711,3216,2136,28,380.8115385,47.12530721,25,0,1,388.724,47.12530721,0.038461538,6.196056134,6.777777778,6.777777778,0,2,3,2.5
712,5568,3712,662,86.78683022,3.965820469,594,38,10,84.01578283,3.965820469,0.074766355,4.234382351,1.193865031,1.177634237,2341.936851,3,4,3.5
713,4000,3000,50,196.59,50.16666667,15,5,10,197.6733333,50.16666667,0.5,19.94979968,39.26625,32.198325,717.0472223,2,2,2
714,3936,2624,1711,22.33869022,1.514507338,182,236,431,19.93862637,1.514507338,0.785630153,5.498324959,16.26289063,12.17578193,4897.691936,3,3,3
715,4489,2525,107,71.17429907,13.62168224,98,9,0,66.68571429,13.62168224,0.08411215,21.50369687,0,0,0,2,3,2.5
716,1440,959,1026,10.47145433,0.607180272,654,81,97,9.222782875,0.607180272,0.213942308,4.75287712,1.020452099,0.924971201,4021.458492,3,4,3.5
717,1380,918,80,90.84485294,5.933662567,51,11,6,79.82352941,5.933662567,0.25,4.502210343,5.564189189,5.216427365,508.8308577,2,4,3
718,2304,1535,288,33.57384615,2.48956582,204,42,14,28.3497549,2.48956582,0.215384615,4.753430944,1.458394161,1.392563869,1152.266234,2,3,2.5
719,4000,3000,73,23.71549296,14.10566384,63,7,1,22.01825397,14.10566384,0.112676056,43.87734043,0.25,0.25,3476.584761,2,1,1.5
720,4313,2427,166,57.38679245,11.1002484,51,25,30,48.7754902,11.1002484,0.518867925,10.37296461,7.861764706,6.488323884,1434.724718,2,1,1.5
721,4000,3000,69,106.3064103,40.35472973,17,7,15,72.53529412,40.35472973,0.564102564,54.57121513,61.2,48.7826087,1495.649845,2,1,1.5
722,3840,1356,307,41.57696721,4.083984714,304,0,1,41.64794408,4.083984714,0.003278689,9.274780265,0.104575163,0.104575163,0,2,3,2.5
723,1260,945,621,12.73575296,0.710671378,562,14,15,12.7386726,0.710671378,0.049069374,5.054479883,0.292079208,0.285494491,1937.147681,2,3,2.5
724,1200,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,3840,2160,274,75.92693798,4.960400391,234,16,8,73.80448718,4.960400391,0.093023256,6.605952395,2.372368421,2.311760469,1499.03956,3,5,4
726,2700,1800,884,10.04036697,1.163271361,417,122,115,8.187769784,1.163271361,0.362385321,12.06960778,1.643563069,1.431610365,7271.353259,3,3,3
727,4032,3024,83,109.7441558,15.90742099,64,10,3,98.58203125,15.90742099,0.168831169,6.898274077,2.716875,2.651408133,231.5732416,2,2,2
728,1920,1080,155,15.78559055,3.734234234,95,18,14,13.00968421,3.734234234,0.251968504,10.56451046,1.574468085,1.442415923,582.2787258,2,2,2
729,3456,2304,814,21.88927023,1.622723005,529,102,61,19.98747637,1.622723005,0.235549133,9.46887414,1.746613546,1.617870533,5400.182461,4,4,4
730,5287,3133,319,86.28706625,5.565285714,297,19,1,81.47441077,5.565285714,0.063091483,7.917098396,0.213836478,0.213836478,903.4466203,3,4,3.5
731,5184,3456,34,127.6434375,43.4475,28,3,1,115.5803571,43.4475,0.125,22.30151535,2.577272727,2.577272727,183.5246103,2,2,2
732,8507,4377,142,186.9422535,13.6062518,142,0,0,186.9422535,13.6062518,0,5.861987979,0,0,0,2,3,2.5
733,3840,1240,372,31.81215753,3.313949209,214,38,40,26.6125629,3.313949209,0.267123288,5.728843272,3.384847081,3.02998408,1651.827689,3,3,3
734,4284,2919,2823,14.928541,0.449564494,2680,134,3,14.40955224,0.449564494,0.048633298,2.309125829,0.014184397,0.014174348,8827.96659,3,4,3.5
735,1920,1280,625,36.8527972,2.085521886,260,71,98,33.60884615,2.085521886,0.393939394,4.414177904,7.19316888,6.07678907,1281.570589,3,5,4
736,5184,3456,33,134.769697,41.10545455,30,3,0,119.8966667,41.10545455,0.090909091,15.68320195,0,0,0,1,1,1
737,4640,3480,392,37.09321192,4.764136313,232,25,45,31.72198276,4.764136313,0.231788079,10.1023594,3.265129683,2.898635535,1848.463726,3,2,2.5
738,1614,1076,253,29.88833992,2.564337449,238,15,0,28.73172269,2.564337449,0.059288538,8.27979946,0,0,0,3,5,4
739,3840,5120,528,47.14011407,4.133864542,519,6,1,46.86560694,4.133864542,0.013307985,8.956988766,0.097343454,0.097343454,3128.176707,3,4,3.5
740,2736,3648,659,31.30205811,4.396925134,200,90,123,29.58725,4.396925134,0.515738499,12.65857668,10.43115672,8.500047279,3412.644605,3,3,3
741,1628,1080,60,28.966,7.376939655,56,4,0,23.61964286,7.376939655,0.066666667,18.93386515,0,0,0,2,2,2
742,9302,6202,110,459.11739,38.21642007,87,8,5,444.6647356,38.21642007,0.13,9.095851706,20.14285714,19.41038961,679.2594774,2,3,2.5
743,3442,2160,292,32.49827586,4.911840677,280,9,1,31.92839286,4.911840677,0.034482759,13.795909,0.148453608,0.148453608,4104.171603,2,3,2.5
744,8256,5504,359,159.1587464,10.88632008,288,47,8,134.0121528,10.88632008,0.160349854,7.484829828,3.05,2.990529248,2311.657964,3,4,3.5
745,3089,2048,40,124.5019737,32.30649123,32,5,1,109.2445313,32.30649123,0.157894737,26.8321288,3.717948718,3.717948718,408.1513295,2,2,2
746,2304,1536,101,48.74930693,6.504554455,98,3,0,47.04795918,6.504554455,0.02970297,4.835083796,0,0,0,2,2,2
747,2160,1620,443,16.35812357,1.698723278,404,30,3,15.46163366,1.698723278,0.075514874,8.7821492,0.088636364,0.088236199,2826.065825,3,3,3
748,1280,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,1280,854,125,32.02587368,4.389605735,61,19,15,26.03196721,4.389605735,0.357894737,16.1941811,5.065909091,4.498527273,1257.948945,2,3,2.5
750,3840,1294,1834,20.507393,0.905710779,1185,211,146,18.11666667,0.905710779,0.23151751,4.789833337,1.561018957,1.437601428,5271.018452,3,4,3.5
751,4000,3000,78,71.58854167,26.63140625,24,9,15,47.76875,26.63140625,0.5,78.02484259,10.43333333,8.560683761,2734.945027,2,1,1.5
752,3840,2160,178,132.4569444,8.881944444,56,17,35,110.9982143,8.881944444,0.481481481,2.375805394,46.9951049,38.01851183,317.727104,2,3,2.5
753,4377,2918,67,196.0283019,25.12545597,40,6,7,186.06625,25.12545597,0.245283019,6.380602108,24.08583333,21.92889303,240.5301996,2,3,2.5
754,5723,1857,3118,10.17644991,0.70074148,1580,275,421,9.806772152,0.70074148,0.305799649,6.266700462,1.456433074,1.260249016,14584.97689,3,3,3
755,1920,1272,278,13.6275463,2.440308642,155,30,31,12.03903226,2.440308642,0.282407407,17.18542441,1.527125506,1.36232779,2977.708181,3,4,3.5
756,1920,1280,108,53.10462264,6.155974843,105,0,1,53.40085714,6.155974843,0.009433962,4.572428353,0.373831776,0.373831776,0,2,3,2.5
757,1920,1280,283,27.40724907,2.040985733,229,33,7,23.26768559,2.040985733,0.148698885,6.02783143,0.701811594,0.686932196,945.7430826,3,4,3.5
758,4160,3120,126,168.1144444,19.61284722,32,13,27,161.4525,19.61284722,0.555555556,12.24917826,61.54545455,48.84559885,532.7095753,3,4,3.5
759,2736,1824,200,28.39123711,3.404,179,12,3,25.85,3.404,0.077319588,5.051215046,0.404822335,0.400774112,1117.16524,3,3,3
760,6000,4000,576,15.51091703,4.131789435,350,49,59,14.349,4.131789435,0.23580786,29.15339539,1.620889749,1.457675156,7641.964725,2,1,1.5
761,5760,3840,132,166.6208824,19.38039216,73,14,15,134.2726027,19.38039216,0.284313725,6.368053109,12.8025641,11.44471639,570.9767426,2,3,2.5
762,2560,1707,748,18.79049658,1.223524061,417,85,82,16.26894484,1.223524061,0.285958904,8.69921238,2.122597598,1.892744114,3292.032312,3,3,3
763,4608,3456,143,29.5503876,9.84,101,21,7,24.16534653,9.84,0.217054264,42.31532917,2.029411765,1.944261621,3367.170596,2,2,2
764,2160,1620,406,28.28756443,2.728602032,358,21,9,27.58819832,2.728602032,0.077319588,10.04237681,0.473551637,0.464220571,2002.088545,3,3,3
765,3300,2200,133,90.43899083,9.384735202,84,13,12,80.91666667,9.384735202,0.229357798,10.35495166,8.480578512,7.779177282,1079.963311,3,4,3.5
766,3000,2291,2842,14.19191332,0.437523773,2628,208,2,13.52214612,0.437523773,0.073995772,3.283900789,0.011003521,0.010999649,10400.27498,3,5,4
767,1920,1080,231,22.79585153,2.799069767,217,11,1,22.02281106,2.799069767,0.052401747,11.9842616,0.069565217,0.069565217,3494.342562,3,4,3.5
768,3882,2602,831,12.16730038,1.523186471,749,19,21,12.18631509,1.523186471,0.050697085,12.74000392,0.303703704,0.296394349,8593.383819,2,3,2.5
769,1920,1440,193,48.64767442,4.751574803,81,16,32,42.4617284,4.751574803,0.372093023,11.33521002,18.56906832,15.58647186,1164.73848,3,4,3.5
770,4000,3000,84,27.26796875,22.21487654,43,11,10,24.39418605,22.21487654,0.328125,48.53092185,5.194594595,4.638030888,1939.850783,2,1,1.5
771,2048,1536,109,55.92321101,5.215700935,101,8,0,52.54356436,5.215700935,0.073394495,5.439531144,0,0,0,2,3,2.5
772,4000,3000,418,46.13606195,6.469384384,96,34,96,54.30833333,6.469384384,0.575221239,14.85394384,7.625465839,5.892405421,1451.202784,2,3,2.5
773,5398,3599,150,87.67631818,13.35598077,104,19,9,73.54965385,13.35598077,0.212121212,11.1884129,4.19858156,3.97465721,1215.518784,3,4,3.5
774,3648,2736,178,34.41009615,10.30521635,36,31,37,32.77361111,10.30521635,0.653846154,39.8313201,11.24893617,8.973870428,3994.406171,2,2,2
775,2592,1728,282,76.72351786,6.471111111,78,33,57,69.02179487,6.471111111,0.535714286,10.6563089,28.236,22.62885106,1203.807258,4,5,4.5
776,5760,3840,74,103.5878846,34.93846154,38,3,11,75.15342105,34.93846154,0.269230769,16.82310778,17.48190476,15.1194852,801.8648791,2,1,1.5
777,1851,1260,21,88.45714286,38.82404033,20,1,0,86.0625,38.82404033,0.047619048,17.10085036,0,0,0,2,2,2
778,6000,4000,354,20.8222,6.227430556,149,49,52,17.89026846,6.227430556,0.404,28.02941789,3.854304636,3.299023459,7694.056607,2,2,2
779,5568,3712,134,159.4660448,14.89875,133,1,0,158.8379699,14.89875,0.007462687,7.395190616,0,0,0,2,3,2.5
780,4496,3000,261,71.87883598,7.979873232,118,35,36,57.73898305,7.979873232,0.375661376,15.00848461,14.07311111,12.1859123,1554.598128,2,3,2.5
781,1920,1279,339,25.92050147,1.943386687,334,5,0,25.49311377,1.943386687,0.014749263,5.806575113,0,0,0,3,3,3
782,2048,1365,217,28.58496552,5.183752914,85,24,36,26.48764706,5.183752914,0.413793103,13.84779144,6.183149171,5.185867047,1612.551062,3,4,3.5
783,3840,1296,164,55.51942568,7.422134102,118,22,8,46.24661017,7.422134102,0.202702703,13.78868165,1.930128205,1.847744684,1653.834055,2,3,2.5
784,1698,1129,1136,16.83058891,0.638592767,595,136,135,14.59752941,0.638592767,0.312933025,3.874780202,2.356393606,2.078438727,2808.76443,3,5,4
785,1080,1296,309,35.55,1.565903762,272,31,2,32.40900735,1.565903762,0.108196721,3.045802979,0.136319218,0.135878056,822.9017796,3,5,4
786,1920,1080,41,110.3317073,15.12073171,41,0,0,110.3317073,15.12073171,0,9.115944712,0,0,0,2,4,3
787,3000,2000,1779,14.42959895,0.885968021,636,195,316,13.13608491,0.885968021,0.445510026,6.772827613,2.359911141,1.942051664,8840.09328,3,3,3
788,6000,4000,143,244.0448473,19.25853018,118,7,6,241.9019068,19.25853018,0.099236641,6.241886285,10.20510949,9.848287479,1406.313514,2,4,3
789,3413,1867,119,75.67306087,12.32682609,106,7,2,63.07688679,12.32682609,0.07826087,18.39950162,0.830769231,0.823787977,517.2730277,3,3,3
790,1080,1620,22,98.61875,44.803125,11,2,3,100.5136364,44.803125,0.3125,26.98304589,6.094736842,5.540669856,397.2356532,1,2,1.5
791,2000,1344,44,71.75059091,12.94216737,39,5,0,57.49871795,12.94216737,0.113636364,18.78161786,0,0,0,2,3,2.5
792,3264,2448,210,72.1650618,6.695232558,152,10,16,55.04802632,6.695232558,0.146067416,8.866802273,3.692010309,3.428295287,1711.071548,3,4,3.5
793,6000,4000,502,97.10680473,5.799242424,224,32,82,78.29732143,5.799242424,0.337278107,8.546838124,23.02642857,19.31100882,1974.008093,3,4,3.5
794,2181,1350,198,96.902,6.031761277,98,28,24,85.50765306,6.031761277,0.346666667,7.2767778,13.34482759,11.79467085,756.2287606,3,5,4
795,3700,2466,20,218.7875,51.25897827,20,0,0,218.7875,51.25897827,0,9.174342323,0,0,0,2,2,2
796,5472,3648,381,82.31700535,8.810864865,53,37,97,71.58301887,8.810864865,0.71657754,8.329292573,38.73169014,28.97252412,1231.236519,3,3,3
797,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,2500,1453,93,53.2016129,5.505322756,93,0,0,53.2016129,5.505322756,0,7.591944862,0,0,0,2,3,2.5
799,2239,1486,373,32.60585366,2.720338409,71,50,84,29.15492958,2.720338409,0.653658537,5.046632289,18.47923875,14.36723657,1067.468616,3,4,3.5
800,2304,1598,97,64.96831579,10.24424732,35,2,20,84.48285714,10.24424732,0.385964912,8.946277755,17.00649351,13.67532468,409.5920082,2,3,2.5
801,2304,1535,31,36.13225806,27.75207584,31,0,0,36.13225806,27.75207584,0,37.69243554,0,0,0,1,3,2
802,3698,1808,299,93.99673469,5.022504666,180,38,27,77.71611111,5.022504666,0.265306122,7.90696382,8.139705882,7.431905371,1005.240952,3,4,3.5
803,3300,2700,24,146.5625,42.6640625,23,1,0,142.3695652,42.6640625,0.041666667,10.72653526,0,0,0,2,2,2
804,1800,1202,49,62.19133333,18.10619894,23,2,8,48.15217391,18.10619894,0.303030303,30.15107948,9.02195122,7.733101045,683.6402189,2,2,2
805,3426,1405,901,20.04252,1.389975512,623,95,61,18.431899,1.389975512,0.200256739,8.485117293,1.119047619,1.044527245,6821.434811,3,3,3
806,4128,2322,53,243.5503077,37.41826923,24,8,7,202.1820833,37.41826923,0.384615385,16.81014607,52.59834783,46.64381788,352.7927497,2,3,2.5
807,2560,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,4032,2268,122,90.16019444,17.32454762,34,13,25,85.17647059,17.32454762,0.527777778,23.29989499,22.29278351,17.9073179,1175.627641,3,4,3.5
809,3072,2304,561,35.63992332,2.557324415,158,31,124,27.30664557,2.557324415,0.495207668,6.50694919,39.63801831,30.9473298,2389.292509,4,4,4
810,3838,2558,145,90.22965517,8.68856246,141,4,0,88.37553191,8.68856246,0.027586207,8.464311803,0,0,0,2,3,2.5
811,4000,3000,49,133.4639535,31.36627907,36,4,3,119.6263889,31.36627907,0.162790698,21.73088348,8.422826087,8.079037267,374.2977267,3,2,2.5
812,2718,1988,768,15.96021615,1.297747715,760,8,0,15.36617632,1.297747715,0.010416667,5.623930609,0,0,0,3,3,3
813,3840,2160,59,470.8800847,20.38421053,59,0,0,470.8800847,20.38421053,0,5.818853445,0,0,0,2,4,3
814,2160,1620,199,43.29797688,3.446590909,132,28,13,38.11287879,3.446590909,0.23699422,13.8161561,2.218548387,2.084766575,1908.344301,3,4,3.5
815,1280,1920,908,14.24646974,1.228864353,464,123,107,12.50528017,1.228864353,0.331412104,9.488389548,1.673970037,1.478550628,5434.958035,4,4,4
816,5095,3397,2241,20.83470813,1.236148942,865,209,389,19.48878382,1.236148942,0.408749146,5.338362494,3.779276458,3.124943898,5833.534863,3,3,3
817,3806,2661,227,32.9877551,7.314655172,80,27,40,29.17125,7.314655172,0.455782313,16.77256319,6.545721925,5.421126528,1924.58751,2,2,2
818,4901,2479,108,72.41883333,9.050950258,107,1,0,72.02990654,9.050950258,0.009259259,8.512447211,0,0,0,2,3,2.5
819,2140,1353,281,40.9272242,2.735854392,258,23,0,38.02829457,2.735854392,0.081850534,7.828049562,0,0,0,3,4,3.5
820,1857,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,6000,4000,67,122.844186,34.33139535,23,8,12,117.9956522,34.33139535,0.465116279,30.95559795,14.82545455,12.39142469,1043.611899,1,2,1.5
822,3312,2511,1267,21.82235723,1.443020163,483,118,222,17.89616977,1.443020163,0.413122722,5.687984404,6.183636364,5.105038387,3167.304279,4,5,4.5
823,3264,2448,171,47.70590551,6.907086614,79,26,22,41.27531646,6.907086614,0.377952756,14.21427797,6.886912752,6.041151537,1978.164175,3,3,3
824,1880,1160,151,33.81719858,5.476348921,119,17,5,26.18067227,5.476348921,0.156028369,23.43871387,0.730479452,0.711129003,1150.849985,2,3,2.5
825,5184,3456,137,47.20185185,10.43458647,119,15,1,43.06428571,10.43458647,0.118518519,20.44751719,0.238235294,0.238235294,1830.454429,2,2,2
826,4640,3480,236,25.22098214,4.659632576,201,17,6,23.57985075,4.659632576,0.102678571,23.80648548,0.573913043,0.561753869,6742.956193,2,1,1.5
827,1680,1172,819,11.12463384,0.759957326,613,59,49,8.340433931,0.759957326,0.149791956,5.308213762,0.597228571,0.562226164,3768.51108,3,3,3
828,1000,750,505,10.86200828,0.926153453,452,20,11,10.72035398,0.926153453,0.064182195,6.770508418,0.287449393,0.281757326,3385.290981,3,3,3
829,1728,1152,312,17.2,2.402424242,125,34,51,13.4324,2.402424242,0.404761905,9.667853562,5.30862069,4.457880195,2495.525284,3,4,3.5
830,3840,2160,129,109.3946903,12.70884956,85,20,8,87.28470588,12.70884956,0.247787611,10.77000913,5.187603306,4.906105452,952.033801,3,4,3.5
831,1920,1079,674,12.78426641,1.306777437,377,63,78,11.18196286,1.306777437,0.272200772,9.530648108,1.16988255,1.03623128,5354.114157,3,4,3.5
832,6000,4000,16,117.45,144.6579666,15,1,0,106.29,144.6579666,0.0625,74.25521394,0,0,0,1,2,1.5
