id,box_count,box_size,box_dist_avg,risk_level
817,147,32.9877551,448.9543938,2
818,108,72.41883333,508.6908795,2
819,281,40.9272242,319.7190918,3
820,0,0,0,0
821,43,122.844186,961.9333702,1
822,823,21.82235723,285.1655086,4
823,127,47.70590551,490.033892,3
824,141,33.81719858,191.5952246,2
825,135,47.20185185,793.2235622,2
826,224,25.22098214,466.9267479,2
827,721,11.12463384,342.8950043,3
828,483,10.86200828,202.4973321,3
829,210,17.2,245.0962023,3
830,113,109.3946903,633.7208913,3
831,518,12.78426641,291.1942348,3
832,16,117.45,699.1231664,1
833,303,114.8809505,711.5374088,4
834,169,104.5002959,668.9462953,3
835,128,73.58046875,532.4333368,2
836,473,16.12156448,427.2348627,3
837,917,21.33326063,420.1555292,4
838,13,42.47692308,479.286859,1
839,144,87.79930556,717.3694262,2
840,410,19.99220488,536.2957358,4
841,149,43.82621477,300.6411078,3
842,1193,33.35196982,796.5254338,4
843,262,82.18816794,574.6693119,4
844,117,134.9023504,660.4953139,3
845,88,24.22897727,296.7143417,2
846,142,115.6394366,800.8209979,3
847,211,19.09985782,631.0414071,2
848,246,79.4982439,501.6712368,4
849,198,18.58964646,328.8887377,3
850,256,41.55703125,296.7499653,3
851,47,156.8691489,1074.480746,2
852,84,117.1485119,581.8306717,2
853,195,89.43334359,847.7331007,3
854,84,60.68316667,729.7175456,1
855,350,130.1804286,1158.443147,3
856,0,0,0,0
857,223,54.44775785,619.8223642,2
858,0,0,0,0
859,645,26.43643411,763.7176623,3
860,303,18.55264026,701.6795549,2
861,0,0,0,0
862,18,106.1722222,265.5743177,1
863,103,53.20970874,348.5459928,2
864,896,18.90094866,234.9098537,4
865,103,76.44951456,296.9519246,4
866,0,0,0,0
867,78,39.40384615,803.9087712,2
868,189,88.33280423,468.7053777,4
869,36,60.62916667,492.6019016,2
870,152,78.02105263,602.3535901,3
871,43,147.355814,747.538206,2
872,36,44.20555556,388.2369949,2
873,62,100.4258065,989.1695227,2
874,298,19.47651007,171.6125059,2
875,507,47.68510848,666.2073791,5
876,107,19.5728972,203.6930829,3
877,1975,9.839139241,485.625206,3
878,61,18.55819672,157.3764897,2
879,130,92.47730769,681.8286623,3
880,26,97.73846154,251.3158674,1
881,111,61.29234234,371.4726653,3
882,308,12.91890909,254.2330566,2
883,98,50.96653061,282.8646214,3
884,1025,27.25039024,521.5662902,4
885,186,109.4908602,1311.535402,3
886,98,30.02372449,120.5665824,3
887,25,317.002,608.772,2
888,53,132.1943396,593.5839985,2
889,1,386.1,0,1
890,337,10.08857567,324.3278225,2
891,0,0,0,0
892,223,34.99529148,598.2770016,3
893,105,42.29952381,471.5377167,2
894,47,47.09361702,305.202584,2
895,414,41.06050725,484.9617434,3
896,9,520.6083333,842.0516559,1
897,35,36.23285714,179.1562124,2
898,936,23.06634615,561.6291276,3
899,40,154.13625,457.0486838,2
900,79,29.0144557,227.2313127,2
901,0,0,0,0
902,148,32.71148649,440.3021924,2
903,490,28.17962449,504.9776569,3
904,112,39.865625,907.262881,2
905,264,67.57640152,623.5308042,3
906,305,28.04532787,632.4612489,3
907,150,84.40692,429.2805154,4
908,32,54.4765625,172.6364516,2
909,195,81.80282051,701.6960508,2
910,100,37.479,559.2530182,1
911,655,30.57305344,576.8617865,4
912,93,56.16075269,235.8618077,3
913,1163,7.587467756,205.3011231,3
914,8966,16.57719719,1003.268976,3
915,1329,36.93702032,358.7369249,3
916,2052,23.35967349,365.3960956,3
917,979,16.4671859,243.4185822,4
918,65,61.42461538,374.0724535,2
919,442,47.347681,259.1431385,4
920,63,84.85396825,867.9962679,2
921,0,0,0,0
922,187,80.13101604,762.3301363,2
923,27,240.8555556,539.8218092,1
924,817,60.12019584,994.9895626,2
925,214,42.00766355,883.8581421,2
926,50,157.7266,639.0055306,2
927,272,20.53014706,194.1286164,3
928,300,25.56966667,329.7680593,3
929,1683,14.05692216,359.602477,4
930,243,75.79917695,568.6951952,3
931,23,54.54782609,360.0968116,2
932,0,0,0,0
933,29,12.42413793,405.7105952,1
934,65,385.9438462,948.6608769,2
935,24,320.00625,769.9524257,2
936,165,20.11818182,174.2047561,2
937,244,67.73125,536.789579,3
938,109,12.55825688,815.4234557,2
939,41,128.302439,386.167013,2
940,81,75.77716049,583.4581667,3
941,367,12.61430518,194.9075071,2
942,4,39.3435,259.7778333,1
943,250,10.8672,300.8610378,2
944,2909,8.012822276,408.6108764,3
945,258,22.6996124,720.2629825,3
946,0,0,0,0
947,129,281.2083333,1276.279222,2
948,26,210.7269231,522.6173077,2
949,99,178.2873737,823.6744589,2
950,286,55.99545455,774.3982239,3
951,410,46.7047561,480.9373197,3
952,46,113.7981739,365.7376304,3
953,92,218.6709239,1169.221654,2
954,141,72.23723404,418.8002188,3
955,113,35.37831858,246.4399057,2
956,474,93.29847046,337.3505885,5
957,453,34.2442053,274.9340933,3
958,343,38.14620991,623.9183264,3
959,99,22.53636364,302.0188576,4
960,0,0,0,0
961,0,0,0,0
962,138,153.3565217,755.9919073,3
963,39,98.4025641,457.6064777,2
964,29,163.5931034,788.3917439,2
965,0,0,0,0
966,128,18.9859375,123.1734783,2
967,508,23.40698819,350.2546297,2
968,230,10.09891304,698.7203629,2
969,21,39.99761905,516.1371429,1
970,215,47.16953488,166.190942,3
971,359,44.28370474,403.6696173,3
972,127,86.48645669,581.7623291,2
973,2462,17.30626523,419.1751755,3
974,77,50.6038961,836.3829187,2
975,133,15.20902256,234.1630688,2
976,62,94.84919355,414.9738895,2
977,69,34.28188406,370.3605115,2
978,115,32.89434783,412.4334691,2
979,171,43.80730994,557.8467488,2
980,43,59.29767442,242.7448523,2
981,71,276.7017465,917.7670503,3
982,0,0,0,0
983,60,47.9575,279.5322203,2
984,391,71.69987212,525.3463397,4
985,171,69.37807018,587.3865662,3
986,31,139.6596774,544.6565571,2
987,200,35.46779,603.5165427,2
988,380,15.80960526,352.0310276,3
989,75,40.514,335.563187,2
990,323,104.7335913,797.0066001,2
991,27,47.06666667,259.9903879,2
992,3,344.25,118.5902201,1
993,187,10.82887701,82.08185268,3
994,372,42.06693548,473.5788192,3
995,56,157.6,632.9960902,2
996,30,329.3066667,883.6065811,2
997,306,71.03137255,637.9045354,3
998,418,15.77380383,657.0505432,2
999,104,75.41346154,449.914893,2
1000,54,277.8921296,874.1136548,2
1001,174,53.06781609,604.3042651,3
1002,25,34.722,239.1381021,2
1003,36,90.71111111,532.5800476,2
1004,50,49.959,442.5564116,2
1005,200,22.6845,610.1341965,2
1006,147,20.66673469,317.7315516,3
1007,42,155.0166667,919.1068163,2
1008,38,86.14210526,494.6567738,2
1009,76,54.97631579,266.4855526,3
1010,505,82.83861386,940.5299953,4
1011,851,32.87255973,1101.718005,3
1012,0,0,0,0
1013,0,0,0,0
1014,46,30.44782609,302.1837533,2
1015,55,45.55992727,292.8131515,1
1016,1429,39.58152554,612.0590108,5
1017,283,27.39964664,278.5341766,2
1018,1274,11.63084772,634.0339858,2
1019,238,43.87037815,723.2983183,3
1020,0,0,0,0
1021,300,176.8344167,1136.527035,4
1022,0,0,0,0
1023,945,10.39121693,240.3329186,3
1024,90,116.9133333,609.9107416,2
1025,253,14.42529644,172.6615053,2
1026,1755,16.85777778,231.2957802,5
1027,1766,19.55008494,976.9654397,3
1028,23,337.6152174,904.1641309,1
1029,69,56.52457971,701.0912178,1
1030,998,11.21328858,308.7725784,3
1031,50,88.30192,447.5283374,2
1032,115,36.24347826,286.7898551,2
1033,2930,11.7687628,600.580363,4
1034,39,171.4525641,639.1653419,2
1035,839,35.02145411,691.2106455,2
1036,25,163.532,562.1153139,1
1037,128,34.35882812,279.8585149,2
1038,239,41.9167364,809.7933111,2
1039,399,61.80726817,1030.249259,3
1040,107,87.09704673,288.759203,3
1041,18,97.11111111,380.6086601,1
1042,626,54.7186901,778.4261783,3
1043,38,21.18026316,154.3752258,1
1044,3349,13.77735145,378.3430131,5
1045,34,47.32205882,400.7662507,2
1046,29,130.4137931,394.9572414,2
1047,257,46.08677043,716.2248294,4
1048,59,90.08898305,618.4164397,2
1049,111,33.51981982,476.294226,2
1050,307,12.70260586,256.4914703,2
1051,86,57.62093023,492.7547743,2
1052,110,22.53954545,210.8625095,3
1053,130,65.97115385,378.2420815,3
1054,38,339.6266316,846.7182255,3
1055,235,116.9589915,1002.429333,4
1056,101,16.25148515,378.3340594,2
1057,2428,24.38852965,910.8042834,4
1058,25,225.72,668.8356534,2
1059,180,10.40527778,184.8975792,2
1060,80,240.0240625,619.9853639,3
1061,226,14.93163717,279.14478,2
1062,60,66.03,460.2644068,2
1063,481,38.19438669,606.1317736,3
1064,821,45.23029842,545.688775,3
1065,58,45.055,137.311343,3
1066,235,72.48691489,762.2539245,3
1067,0,0,0,0
1068,569,68.1142355,502.9775316,4
1069,193,19.4115285,236.1288693,2
1070,251,19.20645418,336.7496382,4
1071,379,41.32968338,475.162915,3
1072,0,0,0,0
1073,92,57.87173913,448.7254778,2
1074,102,279.1772059,748.9836051,3
1075,777,23.48963964,345.5757893,4
1076,262,9.26851145,327.9066275,2
1077,55,216.7390909,520.642655,2
1078,238,49.2960084,684.3299586,3
1079,213,40.86584507,264.4927425,3
1080,570,51.71040702,906.2232953,3
1081,98,40.36071429,413.2127889,2
1082,27,30.04259259,305.4337607,2
1083,47,186.4531915,645.4960908,2
1084,216,57.80277778,449.2176004,3
1085,164,22.64457317,151.3784989,3
1086,718,94.54728412,870.2118187,5
1087,130,48.14326923,505.6057933,4
1088,41,58.70731707,469.2713415,2
1089,31,114.6072581,405.1058065,2
1090,294,54.73605442,784.7079915,3
1091,167,19.69146108,395.5951365,2
1092,753,40.72054847,622.7021932,4
1093,36,29.44513889,158.8608995,2
1094,637,31.54364207,651.6352573,3
1095,94,118.018617,408.3053077,4
1096,859,19.16647264,338.9276101,4
1097,23,187.192,732.536122,2
1098,0,0,0,0
1099,481,18.63039501,459.8380633,2
1100,643,32.85248834,610.8497995,2
1101,125,17.2096,255.2914761,2
1102,100,12.196,683.2716242,1
1103,23,91.89782609,506.9910952,1
1104,844,37.68050948,831.1380568,2
1105,0,0,0,0
1106,1382,14.62262373,437.736032,3
1107,25,210.574,678.6038667,3
1108,174,62.68103448,901.0374965,3
1109,0,0,0,0
1110,0,0,0,0
1111,109,45.35504587,313.3091707,2
1112,21,118.6142857,348.9870476,1
1113,467,45.51680942,468.6507798,3
1114,73,187.2780822,1007.591882,2
1115,1440,14.18758681,308.4980631,3
1116,228,15.62938596,310.2063045,2
1117,97,91.93041237,729.8606443,2
1118,0,0,0,0
1119,277,93.64494585,588.4571844,4
1120,44,291.7136364,1146.335351,2
1121,13,231.1557692,445.1494557,2
1122,2302,5.899539531,315.2004862,4
1123,43,45.22906977,195.3239535,2
1124,307,17.0786645,788.2717302,2
1125,44,58.10022727,267.4579481,2
1126,336,20.42931548,190.5504906,3
1127,259,54.45849421,862.6884842,3
1128,39,16.21153846,184.4715528,2
1129,288,24.54305556,293.95739,2
1130,231,19.01883117,467.0225227,2
1131,401,48.60114713,818.9758853,3
1132,261,10.02701149,447.0469231,2
1133,1559,9.728704298,221.4387978,4
1134,424,37.35990566,360.2306545,4
1135,0,0,0,0
1136,28,58.04642857,428.0871429,2
1137,148,19.84324324,222.4168965,2
1138,160,33.4153125,251.5559362,2
1139,208,22.46346154,316.9379974,2
1140,87,71.80747126,355.1066513,3
1141,287,41.48623693,629.9534112,3
1142,196,30.13094388,415.7043171,2
1143,33,58.74848485,404.2954545,2
1144,112,77.19017857,272.8842944,3
1145,0,0,0,0
1146,184,42.28436957,297.2252923,4
1147,85,86.67117647,755.7516807,3
1148,81,33.58271605,376.5436991,2
1149,1078,13.96885436,287.2625968,4
1150,238,26.31470588,332.499828,3
1151,0,0,0,0
1152,786,64.23244275,596.0075149,4
1153,4040,16.11606436,924.7010703,3
1154,386,46.03266839,272.0454646,4
1155,17,40.90882353,147.4746601,1
1156,901,35.8754717,984.6243589,2
1157,62,71.26370968,514.3273295,2
1158,3592,9.224652004,432.1126006,2
1159,31,103.5548387,709.8174624,2
1160,138,57.53695652,385.9070665,2
1161,820,23.77262195,336.8329915,3
1162,0,0,0,0
1163,105,112.9803333,735.4329121,2
1164,158,96.40429114,541.8345336,2
1165,60,35.50216667,220.6913779,2
1166,513,32.12982456,340.0653806,2
1167,182,32.1049011,471.1222021,2
1168,117,74.41538462,704.5105413,2
1169,133,38.99304511,289.583231,2
1170,152,11.87463158,446.0957023,2
1171,376,9.855319149,144.9445671,2
1172,26,113.5076923,522.9752308,2
1173,332,25.44487952,335.4847808,2
1174,167,72.35404192,762.5964883,3
1175,239,16.65962343,155.4926599,2
1176,241,9.469087137,315.6857192,2
1177,0,0,0,0
1178,9,206.9333333,305.6637415,2
1179,110,167.6595455,584.0581593,2
1180,110,36.68045455,289.2790798,2
1181,24,231.80625,779.3495155,2
1182,120,37.87083333,643.4885329,2
1183,2236,16.5063059,710.6205024,4
1184,246,22.03191057,527.9292637,3
1185,55,48.38163636,287.3821212,2
1186,187,141.128877,787.8425263,3
1187,466,12.33036481,296.2972228,3
1188,75,19.30466667,323.844039,2
1189,74,162.1583784,610.9264439,2
1190,472,56.51504237,805.955373,3
1191,22,91.34054545,421.5048449,2
1192,60,70.78333333,403.3006017,2
1193,572,4.906730769,245.2252886,2
1194,22,161.2272727,452.7747791,2
1195,73,24.79657534,178.4683037,2
1196,172,41.58633721,386.3188358,3
1197,98,86.75,603.6679992,2
1198,180,37.14833333,553.3731763,2
1199,129,100.1496124,686.6250363,2
1200,385,27.76094545,682.3404959,2
1201,508,18.04355315,338.3274598,3
1202,92,41.35434783,478.5895501,2
1203,83,44.72951807,456.3436771,2
1204,54,31.05185185,257.7691824,2
1205,58,77.66372414,449.6925505,2
1206,309,53.67346278,312.019426,4
1207,1847,16.06114997,546.0529317,3
1208,305,44.33622951,213.2609143,4
1209,424,82.47511792,820.1236024,3
1210,370,30.04835135,220.315045,4
1211,19,22.47105263,109.0997675,1
1212,71,43.99647887,209.3522837,2
1213,25,39.42,153.4179611,2
1214,1055,11.63521327,429.0957012,3
1215,277,19.23691336,293.8160414,2
1216,197,18.47005076,375.3235326,2
1217,201,57.16405473,723.9989594,2
1218,186,67.76908602,772.6369202,3
1219,236,72.00836864,548.1139341,2
1220,226,144.4880531,790.6788059,3
1221,399,22.37499749,319.785823,3
1222,27,172.1203704,796.3305983,2
1223,256,16.21328125,154.5303075,2
1224,480,31.44510417,483.7201967,2
1225,0,0,0,0
1226,28,84.88214286,184.0650023,2
1227,29,140.3103448,327.4799717,2
1228,1335,29.10219101,935.3575768,4
1229,262,65.08570229,876.1576152,3
1230,218,33.44105505,383.3601573,3
1231,71,109.2183099,344.7221355,3
1232,138,24.16449275,542.0580768,2
1233,176,16.63636364,295.9749351,2
1234,81,75.7808642,409.9802778,2
1235,546,17.83983516,502.7067308,3
1236,9,170.1,1047.003126,1
1237,14,82.08571429,228.9931319,1
1238,174,77.84770115,548.2795756,3
1239,50,21.87,360.1787143,1
1240,104,41.37923077,415.7925926,2
1241,0,0,0,0
1242,0,0,0,0
1243,56,130.2125,769.1736364,2
1244,30,92.99166667,244.4825613,2
1245,527,80.3357685,1176.921148,3
1246,271,20.50239852,523.0418684,2
1247,297,35.02659259,725.0398055,2
1248,290,41.45413793,443.2261942,2
1249,420,38.6172619,484.2602997,2
1250,1316,112.393522,1193.219383,4
1251,170,58.62878824,914.996624,2
1252,27,28.20925926,178.0524359,2
1253,87,96.79827586,792.2552305,2
1254,0,0,0,0
1255,0,0,0,0
1256,39,38.21923077,326.236336,2
1257,472,72.8534428,1159.387359,2
1258,866,21.04683372,323.6800879,4
1259,790,24.37053671,411.7219339,4
1260,719,18.62709875,212.9479447,3
1261,188,65.65957447,698.1315463,2
1262,219,18.73949772,864.4625361,2
1263,435,18.36609195,207.1668877,2
1264,2445,10.11241309,390.436286,3
1265,624,34.62996474,541.1373154,2
1266,381,21.70832021,399.3160575,2
1267,95,67.57157895,498.1882374,2
1268,261,78.59118774,610.5912708,2
1269,587,29.67495741,637.202649,3
1270,104,116.6394231,697.4212915,2
1271,401,17.5872818,701.3530916,2
1272,174,26.01264368,227.1533824,2
1273,66,45.13787879,334.3803629,2
1274,341,21.83680352,419.843613,2
1275,2051,35.64641638,578.0627412,4
1276,812,7.450862069,270.8401334,2
1277,192,35.91145833,293.1406374,2
1278,0,0,0,0
1279,228,90.38859649,339.9109392,3
1280,401,20.51365337,277.3908621,3
1281,27,193.4814815,441.7451556,2
1282,493,13.99858012,182.5262884,2
1283,208,38.40721154,659.1437096,3
1284,529,22.49990548,343.0302511,3
1285,26,29.19038462,316.5989646,1
1286,815,21.0209816,418.1805249,2
1287,62,19.225,118.0860385,2
1288,875,22.28588571,820.2031132,2
1289,34,73.70735294,307.3500297,2
1290,87,26.67222989,226.7751706,2
1291,198,19.63106061,324.4946609,2
1292,236,32.7559322,553.5510855,2
1293,82,18.04736585,308.0838603,2
1294,156,71.39102564,606.9816188,2
1295,97,25.01958763,466.5212242,2
1296,38,123.6868421,509.4042576,2
1297,337,26.34994362,357.5298293,2
1298,496,24.54385081,644.7336339,2
1299,153,50.77189542,287.4026058,3
1300,856,24.07768692,266.9127467,4
1301,526,19.17290875,725.9160941,3
1302,162,21.54438272,245.0794785,2
1303,118,32.73516949,347.8209957,3
1304,263,39.97680608,436.1016969,3
1305,117,169.0521368,956.1065429,2
1306,345,24.22087536,340.9506344,2
1307,71,137.2309859,1029.287056,2
1308,625,22.7586,293.5672221,3
1309,39,32.73589744,445.0214575,2
1310,232,75.48426724,719.0169324,2
1311,92,65.5576087,690.5306018,2
1312,205,15.52146341,639.7748293,2
1313,301,27.059701,460.4898367,2
1314,66,91.82727273,314.6279891,2
1315,682,45.17866569,1052.083609,2
1316,113,42.19269912,311.0962861,2
1317,174,121.3237069,722.4735378,2
1318,414,29.59353865,359.4523156,3
1319,1033,39.3409971,855.9537741,3
1320,379,17.63034301,109.0639225,3
1321,124,36.34758065,267.9009631,2
1322,502,28.900249,475.5617207,3
1323,25,41.074,273.8836792,2
1324,737,14.87971506,386.5293133,2
1325,214,73.64672897,597.157657,2
1326,206,29.02208738,301.2574656,3
1327,1298,12.93908937,322.6868063,2
1328,767,29.28246415,554.821075,2
1329,165,119.1562995,1231.512917,2
1330,620,15.83887097,382.8829377,2
1331,117,77.97094017,689.9299882,2
1332,16,123.609375,249.9299319,2
1333,1256,18.29750637,649.5394223,2
1334,23,116.9282609,391.9459486,2
1335,641,31.34325273,320.7530255,4
1336,0,0,0,0
1337,37,28.03378378,185.3287386,2
1338,511,21.53219178,319.4537481,3
1339,25,199.374,765.5538447,2
1340,444,54.1115991,892.6045661,2
1341,1944,6.127572016,484.6402368,2
1342,104,63.58028846,775.9433089,2
1343,430,37.39761628,626.2151264,3
1344,11,317.7181818,698.1609379,2
1345,134,63.27014925,787.8065313,2
1346,106,34.81273585,260.4713692,2
1347,241,14.06576763,245.4128976,2
1348,138,85.47282609,508.054041,2
1349,131,48.82633588,498.0429301,2
1350,116,12.11314655,257.6590345,2
1351,50,180.009,527.8743162,2
1352,139,34.53129496,724.4533952,2
1353,18,125.1611111,193.6189725,2
1354,27,157.0944444,700.0783476,2
1355,208,58.27980769,365.8115384,2
1356,241,66.52925311,506.2395436,2
1357,64,20.6109375,254.8949591,2
1358,194,37.68994845,265.7207254,2
1359,80,23.625,666.2528639,2
1360,1308,19.05053517,468.6741764,4
1361,28,54.29285714,194.7438514,2
1362,379,48.05329815,616.2988578,2
1363,441,56.61371882,654.9183154,3
1364,46,260.2762174,946.3552077,2
1365,1103,23.83572076,443.1129778,3
1366,1156,50.10043253,1213.020486,2
1367,201,22.00621891,647.841791,2
1368,2825,10.97562832,552.9431862,2
1369,803,9.383188045,257.2534181,2
1370,489,54.23476483,593.8150826,2
1371,120,40.36708333,420.335571,2
1372,398,19.41557789,281.7664163,3
1373,244,59.14979508,676.7330348,2
1374,2074,25.19496143,769.5789957,4
1375,71,45.88028169,294.5430456,2
1376,31,114.6112903,246.8242043,2
1377,105,22.97809524,304.4670824,2
1378,160,92.3075,476.5511529,2
1379,594,32.79398148,426.7544957,4
1380,411,14.43562044,476.2946101,2
1381,79,34.98713924,271.0712626,2
1382,301,57.5138804,387.7840731,3
1383,437,23.46464531,653.04625,2
1384,6053,19.70261854,446.3115427,3
1385,27,78.6,257.2438645,2
1386,0,0,0,0
1387,26,150.9692308,632.9834281,2
1388,48,94.91145833,789.0037677,2
1389,303,25.84851485,341.1398138,2
1390,98,150.2721939,986.0012624,2
1391,266,39.68383459,742.4514715,2
1392,27,44.49259259,320.0469546,2
1393,310,91.84806452,801.8604215,3
1394,352,16.85213068,790.4884048,2
1395,37,55.27297297,339.6104111,2
1396,540,40.69888889,614.656565,2
1397,858,24.25926573,882.990015,2
1398,281,9.653380783,568.529695,2
1399,134,18.27126866,205.902856,2
1400,499,34.96052104,749.5777531,2
1401,0,0,0,0
1402,1003,19.19561316,601.0632199,3
1403,0,0,0,0
1404,8,98.25,263.1473214,1
1405,2036,23.5206778,579.7368521,3
1406,275,17.34854545,133.3753295,2
1407,20,198.2225,317.1852077,2
1408,351,8.374786325,297.6086935,2
1409,569,27.94841828,680.0615616,3
1410,127,49.73425197,532.794097,4
1411,507,52.61587771,865.7710252,3
1412,240,61.83791667,653.2453382,2
1413,36,192.9194444,661.9794498,2
1414,1328,29.57940512,929.0090347,2
1415,147,124.0035918,893.1774932,3
1416,10,153.16,164.3761847,2
1417,93,53.90967742,368.8018548,2
1418,173,141.1927746,883.2894905,2
1419,0,0,0,0
1420,129,110.1534884,761.1893023,2
1421,789,14.23466413,337.4655623,2
1422,41,212.4085366,1230.914359,2
1423,0,0,0,0
1424,2,224.775,129.0609131,1
1425,52,86.13269231,444.4984917,2
1426,210,48.9797619,545.2152109,2
1427,181,17.3929558,151.7229966,2
1428,143,9.687552448,325.4761696,2
1429,51,97.44607843,418.5890312,2
1430,236,59.74152542,732.6690437,2
1431,363,23.2546832,368.7352648,2
1432,130,14.63153846,135.074959,2
1433,304,13.95674342,240.206955,2
1434,36,138.3972222,469.2127077,2
1435,691,23.68162084,501.4253829,2
1436,202,34.44826733,308.2800745,2
1437,492,58.11229675,958.6906273,2
1438,97,30.86948454,313.1687874,2
1439,58,41.37241379,539.246461,2
1440,203,40.03719212,730.8175389,2
1441,896,44.57823661,685.8422895,3
1442,23,40.20652174,104.320827,2
1443,119,207.4285714,857.4234478,2
1444,306,10.94109477,279.6597431,2
1445,264,10.55568182,310.5313544,2
1446,899,17.45812013,243.8409226,4
1447,271,53.89468635,420.8226523,3
1448,56,125.9044643,434.6339221,2
1449,138,59.03152174,818.1277457,2
1450,384,12.90546875,329.3985327,2
1451,191,300.5768325,1197.003098,2
1452,0,0,0,0
1453,117,33.09536752,666.1001918,2
1454,499,23.64258517,1041.225107,2
1455,145,27.93258621,305.9114205,2
1456,299,67.09866221,570.4489144,3
1457,186,36.95913978,214.72726,2
1458,4968,9.843261675,300.2537869,2
1459,40,96.46625,305.2362884,2
1460,39,26.23846154,439.1847773,0
1461,118,71.07808475,452.738153,3
1462,167,32.11502994,189.6869815,3
1463,113,15.39380531,197.2480411,2
1464,70,25.34642857,261.0885093,2
1465,181,60.40745856,276.0079926,2
1466,358,76.43924581,729.4356446,3
1467,153,31.76339869,793.9496798,2
1468,27,187.3814815,803.9462991,2
1469,397,33.4011335,357.9090305,3
1470,174,26.55862069,411.6683937,3
1471,208,39.79915865,137.5406193,3
1472,86,34.68023256,239.9652583,3
1473,209,76.25610048,696.0902969,4
1474,6636,18.73279837,1616.343101,2
1475,417,23.85215827,281.236158,2
1476,634,37.11368297,788.9540745,2
1477,10,15.3532,362.8947222,0
1478,44,49.55595455,300.5664112,2
1479,661,29.98048411,436.1405115,2
1480,47,59.91170213,508.1348289,2
1481,409,41.83056235,536.7492583,2
1482,734,11.57861035,366.7873329,2
1483,489,15.76411043,280.6219652,3
1484,1764,21.36760204,496.5046911,3
1485,0,0,0,0
1486,262,26.53454198,351.7189365,3
1487,25,140.336,503.9583333,2
1488,0,0,0,0
1489,79,31.34683544,559.5260949,2
1490,299,19.56655518,393.2817331,2
1491,143,47.71608392,642.621036,2
1492,0,0,0,0
1493,139,32.02535252,333.4729309,2
1494,66,25.07727273,549.3701853,2
1495,199,122.9107839,889.0959525,2
1496,20,321.3843,887.8433684,2
1497,80,50.985625,842.7031519,2
1498,282,12.16702128,319.7069704,2
1499,0,0,0,0
1500,152,40.14671053,770.0645661,2
1501,618,15.64331715,281.6988532,2
1502,87,37.71724138,518.3127105,2
1503,44,19.93409091,112.2824593,2
1504,194,10.32783505,145.774459,2
1505,2554,11.44759593,384.1766861,2
1506,0,0,0,4
1507,1453,18.36854783,463.9831469,0
1508,47,200.3010638,466.6298008,2
1509,0,0,0,2
1510,0,0,0,0
1511,156,227.9134615,1130.549447,0
1512,212,50.03000726,577.7684799,2
1513,0,0,0,2
1514,88,52.96186364,894.5770833,0
1515,165,15.53393939,129.8768916,2
1516,35,216.0821429,414.203322,2
1517,122,70.66229508,816.0850291,2
1518,369,74.4304878,904.3928314,2
1519,884,18.21770362,470.036132,2
1520,71,26.45915493,359.3117915,2
1521,137,7.513868613,668.9443796,2
1522,41,46.73536585,262.6736112,2
1523,132,54.25501515,297.7559544,2
1524,141,136.9315603,743.5429463,3
1525,25,148.784,389.8658114,2
1526,124,104.2478871,957.0177616,2
1527,256,64.75664062,842.7640631,2
1528,1036,7.525530888,309.7990829,2
1529,137,14.10474453,282.2523615,2
1530,24,102.76375,458.6868357,2
1531,221,17.30791855,288.0877847,2
1532,859,11.01862631,336.1033058,2
1533,163,12.17944785,105.0799566,2
1534,674,28.1351632,363.7050797,3
1535,6331,18.70243248,1052.467325,4
1536,170,56.31147059,654.3269442,2
1537,127,57.99980315,792.8796088,2
1538,141,37.02340426,289.7413666,2
1539,89,83.03988764,373.6819237,2
1540,1198,11.89523886,455.712805,2
1541,96,65.6108125,352.9614455,2
1542,17,267.4588235,319.9609774,2
1543,220,128.7620455,801.6758281,3
1544,1024,15.93725586,300.0149155,2
1545,3958,10.45554573,466.3169834,3
1546,134,13.69552239,180.1609576,2
1547,10,1292.745,1214.590127,2
1548,42,102.6654762,685.4309524,2
1549,83,53.13433735,347.1087276,2
1550,857,43.86429405,639.2305192,3
1551,49,174.2602041,640.7976882,2
1552,106,88.46083019,643.6900449,2
1553,272,38.9735,434.796432,3
1554,18,98.96388889,556.3941775,2
1555,238,18.32411765,168.8494313,2
1556,141,53.60049645,573.9977599,2
1557,3,260.55,347.3800278,1
1558,2,166.725,265.4935608,1
1559,5,83.43,255.8875099,1
1560,874,42.77459954,972.0057976,2
1561,224,23.24084821,804.8781831,2
1562,57,41.55087719,252.250188,2
1563,142,263.8461268,896.7864516,3
1564,61,95.32790164,354.9721599,2
1565,401,16.48491272,338.9290405,3
1566,470,25.12053191,320.9786177,3
1567,485,52.1092268,793.890526,2
1568,49,118.6816327,828.3143701,2
1569,215,40.90620465,403.5700035,2
1570,242,36.71384298,551.6697644,2
1571,3652,14.23318729,701.4457009,2
1572,321,9.38894081,589.2791525,2
1573,232,103.5449353,876.0890133,2
1574,38,91.99473684,498.1267168,2
1575,20,58.32,210.8664591,2
1576,13,140.1538462,467.1048345,2
1577,184,11.22038043,479.9689454,2
1578,16,75.425,626.9556111,2
1579,648,14.34989506,353.6333293,2
1580,628,45.49466561,548.6808722,3
1581,41,126.8012195,490.5804092,2
1582,3793,5.699762721,351.5654144,2
1583,47,23.82659574,304.3408326,2
1584,477,60.69947589,698.888856,2
1585,78,84.21794872,352.4822483,3
1586,187,40.26497326,847.2349422,2
1587,137,30.75967153,398.8444254,2
1588,136,131.3864559,775.0922194,3
1589,673,29.6358841,774.5733836,3
